group,longitude,latitude,concept,share
Pima,-112.0,32.8,pastoral,0.07142857142857142
Pipil,-89.5,13.5,pastoral,0.0
Piro,-70.0,-12.0,pastoral,0.0625
Plains Cree,-109.0,54.0,pastoral,0.08783783783783784
Plains Ojibwa,-98.0,49.5,pastoral,0.07936507936507936
Polar Eskimo,-68.0,77.5,pastoral,0.0875
Poles,21.0,52.0,pastoral,0.1298342541436464
Pomo,-123.5,38.5,pastoral,0.06504065040650407
Ponape district,159.0,6.3,pastoral,0.23076923076923078
Popoluca,-95.0,18.0,pastoral,0.06944444444444445
Portuguese,-8.0,40.5,pastoral,0.13858695652173914
Potawatomi,-85.0,44.5,pastoral,0.10638297872340426
Prussians,20.4,54.5,pastoral,0.14285714285714285
Puebla & Huasteca Nahua,-98.0,19.0,pastoral,0.09210526315789473
Puelche,-67.5,-42.0,pastoral,0.0
Puinave,-68.5,2.8,pastoral,0.3076923076923077
Punjabi,72.0,31.0,pastoral,0.11764705882352941
Queensland,143.0,-17.0,pastoral,0.0
"Quiche,Pocomam",-91.0,15.0,pastoral,0.03333333333333333
"Quileute, Chemakum",-124.0,47.6,pastoral,0.058823529411764705
Quinault,-124.0,47.2,pastoral,0.0625
Qwapaw,-91.4,33.3,pastoral,0.15384615384615385
Rajasthani,75.0,27.0,pastoral,0.1702127659574468
"Rama,Guatuso",-84.5,10.7,pastoral,0.08333333333333333
"Ramkokamekra,Apaniekra",-44.5,-6.5,pastoral,0.0
"Rawang, Anong, Drung",98.0,28.0,pastoral,0.043478260869565216
Reindeer Koryak,165.0,63.0,pastoral,0.14285714285714285
"Rennel,Tikopia,Bellona,Futuna(Erronan)",-163.0,-12.0,pastoral,0.11538461538461539
Rikbaktsa,-57.0,-13.0,pastoral,0.05194805194805195
Romanians,27.0,46.0,pastoral,0.1343612334801762
Romansh,9.6,46.6,pastoral,0.12574850299401197
Roti,123.0,-10.9,pastoral,0.045454545454545456
Rotuma,-177.2,-2.5,pastoral,0.18181818181818182
Russians,40.0,57.5,pastoral,0.13377926421404682
Russkoye Ustye,149.17,71.08,pastoral,0.19047619047619047
"Rutul, Tsahur",47.2,41.6,pastoral,0.10465116279069768
"Rwanda,Shi,Rundi",29.0,-3.0,pastoral,0.09259259259259259
SE Australia,145.0,-34.0,pastoral,0.04938271604938271
SE New Guinea Melanesians,148.0,-10.0,pastoral,0.14035087719298245
"Saho, Afar",41.0,13.0,pastoral,0.20754716981132076
Sakata,18.0,-3.4,pastoral,0.15625
Salinan,-121.0,35.6,pastoral,0.17391304347826086
Saliva,-71.3,5.0,pastoral,0.0
Samoa,-172.0,-13.3,pastoral,0.17777777777777778
Sandawe,35.5,-5.3,pastoral,0.05405405405405406
Sanema,-64.5,4.3,pastoral,0.06578947368421052
Sangir Islands,125.5,3.6,pastoral,0.1891891891891892
"Santa-Cruz, Reef islands",166.0,-11.0,pastoral,0.16
"Santali,Turi",87.0,24.0,pastoral,0.14864864864864866
Santee,-92.5,45.0,pastoral,0.10526315789473684
Sanye,39.9,-3.0,pastoral,0.0
Sara,18.0,10.0,pastoral,0.06818181818181818
"Sardinia, Corsica",9.0,40.0,pastoral,0.15979381443298968
Sarikoli,75.8,36.8,pastoral,0.14084507042253522
Sarsi,-116.0,52.5,pastoral,0.1206896551724138
Saudia,44.0,24.0,pastoral,0.10891089108910891
Scotland,-4.0,57.0,pastoral,0.11695906432748537
Selknam,-68.5,-54.5,pastoral,0.03125
"Semang,Senoi",102.0,5.0,pastoral,0.08695652173913043
Senufo,-5.5,10.5,pastoral,0.16
Sepik-Ramu Papuans,143.0,-4.3,pastoral,0.07692307692307693
Serbs,20.5,44.0,pastoral,0.11929824561403508
Seri,-112.5,29.0,pastoral,0.13157894736842105
Serrano,-117.0,34.7,pastoral,0.05263157894736842
Setu,27.35,57.5,pastoral,0.16201117318435754
"Shan,Khampti,Ahom",98.0,22.0,pastoral,0.10714285714285714
"Shasta,Chimariko",-122.8,42.0,pastoral,0.04477611940298507
Shavante,-51.7,-14.0,pastoral,0.07407407407407407
Shawnee,-83.0,40.0,pastoral,0.25
Sherente,-48.0,-10.5,pastoral,0.029411764705882353
Sheta,-51.5,-25.5,pastoral,0.5
Shipaya,-54.0,-4.5,pastoral,0.061224489795918366
Shipibo-Conibo,-75.0,-7.0,pastoral,0.06666666666666667
Shona,31.0,-18.0,pastoral,0.0963855421686747
Shor,88.5,53.0,pastoral,0.16037735849056603
"Shuar,Achuar,Huambiza",-77.0,-3.0,pastoral,0.09876543209876543
"Shughni,Rushani,Khufi,Bartangi",72.0,38.0,pastoral,0.1390728476821192
Shuswap,-120.0,52.0,pastoral,0.07471264367816093
Siberian Tatars,80.0,54.0,pastoral,0.1
Sicilia,14.0,37.5,pastoral,0.15625
Sicuani,-69.0,5.0,pastoral,0.049689440993788817
Sierra Miwok,-121.0,37.8,pastoral,0.10526315789473684
Sindhi,68.5,25.5,pastoral,0.14035087719298245
Sinhalese,80.5,7.5,pastoral,0.10344827586206896
"Siona,Coreguaje",-75.5,0.5,pastoral,0.078125
Siriono,-65.0,-14.0,pastoral,0.0
"Slavey, Dogrib",-119.0,62.0,pastoral,0.10526315789473684
Slovakians,19.5,48.7,pastoral,0.16906474820143885
Slovenians,14.0,46.0,pastoral,0.11210762331838565
Soconuzco Mestizos; Cotzumalguapa,-92.4,14.5,pastoral,0.0
Soko,24.0,1.0,pastoral,0.0
Somali,46.0,4.0,pastoral,0.1111111111111111
Songe,25.5,-5.5,pastoral,0.03571428571428571
Songhai,0.0,16.5,pastoral,0.1111111111111111
Soninke,-12.2,14.4,pastoral,0.10810810810810811
Soqotri,53.8,12.4,pastoral,0.038461538461538464
Sora,85.0,19.5,pastoral,0.1
Sorbs,14.4,51.5,pastoral,0.1282051282051282
"Sotho, Tswana",26.5,-27.5,pastoral,0.08333333333333333
Southern Australia,134.0,-32.0,pastoral,0.0
Southern Gur,-4.0,11.0,pastoral,0.1794871794871795
Southern Luzon,120.7,14.0,pastoral,0.11363636363636363
Southern Paiute,-114.0,37.0,pastoral,0.04395604395604396
Southern Sel'kup,116.0,58.5,pastoral,0.12258064516129032
Southern Solomons,161.0,-9.5,pastoral,0.08333333333333333
Southern Vanuatu,169.5,-19.4,pastoral,0.0
Spanish,-4.5,39.3,pastoral,0.1211340206185567
St.Lawrence Eskimo,-170.0,63.0,pastoral,0.2222222222222222
Stavropol Turkmen,43.0,45.0,pastoral,0.05084745762711865
"Stieng,Chrau,Sre",107.0,11.5,pastoral,0.03333333333333333
"Sukuma,Gusii,Kumbi",33.0,-3.0,pastoral,0.06557377049180328
"Sulu, Mapun",120.0,6.0,pastoral,0.0
Sumba,120.0,-9.0,pastoral,0.0
Sumbawa,118.0,-9.0,pastoral,0.16666666666666666
Sumer,46.5,31.5,pastoral,0.038461538461538464
"Surui,Zoro,Arua,Cinta Larga",-61.0,-11.0,pastoral,0.07142857142857142
Susu,-13.5,9.8,pastoral,0.0
"Suya,Txukarramae",-52.0,-13.0,pastoral,0.05714285714285714
Svan,42.8,42.8,pastoral,0.0196078431372549
Swahili,40.0,-5.0,pastoral,0.12745098039215685
Swampy Cree (Eastern),-84.0,54.0,pastoral,0.08974358974358974
Swampy Cree (Western),-94.0,58.0,pastoral,0.0425531914893617
Swedes,16.0,59.0,pastoral,0.11371237458193979
Sym Evenki,88.5,60.5,pastoral,0.2247191011235955
Tabasaran; Aghul,47.8,41.95,pastoral,0.11702127659574468
Tacana,-68.0,-14.0,pastoral,0.05128205128205128
Tagish,-134.0,60.0,pastoral,0.08029197080291971
"Tahiti, Society islands",-152.0,-17.0,pastoral,0.1
Tahltan,-129.5,57.5,pastoral,0.05925925925925926
"Tai,Zhuang,Nung,Kho",105.5,22.5,pastoral,0.09278350515463918
Taino,-77.0,21.0,pastoral,0.0
Tajik,69.5,38.0,pastoral,0.12027491408934708
Takelma,-123.5,42.4,pastoral,0.07407407407407407
Talysh,48.5,38.0,pastoral,0.05
Tamil,79.0,12.0,pastoral,0.04310344827586207
Tanana,-147.5,64.5,pastoral,0.05357142857142857
Tapirape,-51.5,-12.5,pastoral,0.14285714285714285
"Tarahumara,Warihio",-107.6,27.5,pastoral,0.09259259259259259
Tarascan,-102.0,19.0,pastoral,0.0625
Tariana,-69.5,1.0,pastoral,0.05714285714285714
Tasmania,146.5,-42.0,pastoral,0.0
Tats,48.4,41.0,pastoral,0.15873015873015872
"Tawang,Miji,Aka,Sherdukpen",94.5,27.2,pastoral,0.09803921568627451
Teda,21.0,18.0,pastoral,0.125
Tehuelche,-69.0,-47.0,pastoral,0.017241379310344827
"Telugu, Chenchu",79.5,16.0,pastoral,0.10714285714285714
Temne,-12.5,8.5,pastoral,0.09302325581395349
"Tenda, Biafada, Nalu",-13.5,12.5,pastoral,0.07692307692307693
Tenetehara,-48.0,-3.0,pastoral,0.07058823529411765
"Tepecano,Tepehuan",-104.0,23.0,pastoral,0.15384615384615385
Tequstlatec,-95.8,16.6,pastoral,0.0625
Terena,-57.0,-19.5,pastoral,0.0625
Teton,-102.0,44.0,pastoral,0.06363636363636363
Thai (Thailand),101.0,15.0,pastoral,0.09782608695652174
Thompson,-121.2,50.0,pastoral,0.053763440860215055
Tibetans (U-Tsang),92.0,31.0,pastoral,0.1346153846153846
Tibetans: Amdo,98.0,36.0,pastoral,0.1349206349206349
Tibetans: Kham,97.0,30.0,pastoral,0.13725490196078433
Tibetans: Ladakh,77.34,34.1,pastoral,0.0
Ticuna,-70.5,-4.0,pastoral,0.06666666666666667
"Tigre, Tigrigna",39.0,15.0,pastoral,0.17391304347826086
Tillamook,-124.0,45.5,pastoral,0.07758620689655173
"Timor,Leti,Lomblen",125.5,-9.0,pastoral,0.08333333333333333
"Tiv,Jukun,Mbete,Wute,Ekoi",10.0,7.0,pastoral,0.1
"Tiwa,Tewa,Towa",-106.5,35.0,pastoral,0.09558823529411764
"Tjam,Ede,Jarai",108.5,13.0,pastoral,0.058823529411764705
Tlapanec; Popoloca,-99.0,17.5,pastoral,0.1
Tlingit,-136.0,58.0,pastoral,0.1134020618556701
Toba,-59.0,-26.0,pastoral,0.03597122302158273
"Toda,Kota,Pulaya,Nayar,Kadar",76.5,10.0,pastoral,0.022727272727272728
Tofa,99.0,53.0,pastoral,0.12087912087912088
Tokelau,-172.0,-9.5,pastoral,0.1111111111111111
Tonga,-174.0,-20.5,pastoral,0.20689655172413793
"Tonga, Ndebele",32.0,-23.0,pastoral,0.07692307692307693
Tonkawa,-97.0,30.0,pastoral,0.0
"Toradja, Mori",122.0,-3.0,pastoral,0.11486486486486487
Torres Strait Islands,142.5,-10.0,pastoral,0.0
Torricelli Papuans,142.5,-3.7,pastoral,0.12658227848101267
"Totonac, Tepehua",-97.0,20.0,pastoral,0.07692307692307693
Trans New Guinea East,143.0,-7.0,pastoral,0.06756756756756757
Trans New Guinea West,137.0,-4.0,pastoral,0.09523809523809523
Trio,-56.0,2.0,pastoral,0.04807692307692308
Truk district,151.0,6.0,pastoral,0.09803921568627451
Trumai,-53.5,-13.5,pastoral,0.017857142857142856
Tsamai,37.0,5.5,pastoral,0.16666666666666666
Tseltal,-92.6,16.5,pastoral,0.08333333333333333
Tsetsot,-129.8,55.5,pastoral,0.06060606060606061
Tsimshian,-129.0,54.5,pastoral,0.0945945945945946
"Tsonga,Soli,Sala,Lenje",28.0,-17.0,pastoral,0.08888888888888889
Tuamotu,-141.0,-17.0,pastoral,0.02631578947368421
Tuareg,5.0,21.0,pastoral,0.10204081632653061
Tubatulabal,-118.2,36.0,pastoral,0.15384615384615385
Tundra Nenets,67.0,68.0,pastoral,0.10256410256410256
Tunebo,-72.3,6.8,pastoral,0.125
Tunica,-91.2,32.8,pastoral,0.041666666666666664
Tunisia Arabs,10.0,36.5,pastoral,0.1288888888888889
Tunisia Berber,9.5,33.3,pastoral,0.24
"Tupari,Makurap,Ajuru",-64.0,-13.0,pastoral,0.0625
Tupinamba,-42.2,-23.0,pastoral,0.21052631578947367
"Turkana, Toposa",36.8,2.8,pastoral,0.0
Turkmen,60.0,39.0,pastoral,0.1065989847715736
Turks,34.0,38.0,pastoral,0.12171837708830549
Tuscarora,-77.0,36.0,pastoral,0.08333333333333333
Tutchone,-137.5,61.8,pastoral,0.07216494845360824
Tuvalu (Ellice),173.8,-7.5,pastoral,0.14516129032258066
Tuvinians,94.0,51.0,pastoral,0.0933852140077821
Tuvinians South Altai,88.5,48.7,pastoral,0.11811023622047244
Twana,-123.3,47.6,pastoral,0.13513513513513514
Tzotzil,-93.0,17.0,pastoral,0.0707070707070707
Tzutujil,-91.7,14.5,pastoral,0.0
"Uanano,Tucano proper,Arapaso",-69.0,-0.2,pastoral,0.044444444444444446
Udihe,134.5,45.0,pastoral,0.12290502793296089
Udin,47.5,41.0,pastoral,0.07407407407407407
Udmurt,52.5,57.5,pastoral,0.15217391304347827
Uduk,35.4,5.5,pastoral,0.0
"Ugarit, Phoenicia",35.0,33.0,pastoral,0.13636363636363635
Uilta,142.0,51.0,pastoral,0.07894736842105263
Ukrainians,29.0,49.0,pastoral,0.13095238095238096
"Ulithi, Ngulu",138.5,10.5,pastoral,0.20930232558139536
Umotina,-58.5,-16.0,pastoral,0.075
"Umpqua,Coquille,Tututni",-124.5,42.5,pastoral,0.09803921568627451
Upper Chinook,-122.0,45.6,pastoral,0.059782608695652176
"Upper Tanana,Tanacross",-142.0,64.0,pastoral,0.11764705882352941
Urarina,-75.7,-4.2,pastoral,0.16666666666666666
Urubu-Kaapor,-45.0,-3.0,pastoral,0.05263157894736842
Ute,-109.0,39.0,pastoral,0.05813953488372093
Uyghur,86.0,41.0,pastoral,0.07100591715976332
Uzbek,66.0,39.0,pastoral,0.1282051282051282
"Vai, Kone",-11.5,7.0,pastoral,0.05555555555555555
Vepsians,35.5,60.5,pastoral,0.14893617021276595
Veracruz Nahuatl,-94.0,17.8,pastoral,0.0625
Viets,107.5,20.7,pastoral,0.06666666666666667
Vilela,-64.5,-24.5,pastoral,0.0
Volga (Kazan) Tatars,51.0,55.0,pastoral,0.13128491620111732
"Wa, Bulang",99.5,23.0,pastoral,0.0
"Wahki,Ishkashimi,Munji",73.0,37.0,pastoral,0.1322314049586777
Waiwai,-58.0,-0.5,pastoral,0.08333333333333333
"Walapai,Havasupai,Yavapai",-113.0,34.5,pastoral,0.059322033898305086
Wales,-4.0,52.0,pastoral,0.08928571428571429
"Wallis, Futuna",-178.0,-13.0,pastoral,0.375
Waorani,-77.0,-1.1,pastoral,0.0
Wapishana,-59.0,3.0,pastoral,0.12359550561797752
Wappo,-122.5,38.2,pastoral,0.03333333333333333
Warao,-61.5,9.0,pastoral,0.059880239520958084
Warli,73.0,20.2,pastoral,0.11538461538461539
Washo,-120.0,39.0,pastoral,0.04
"Waura,Mehinaku",-54.0,-13.0,pastoral,0.0449438202247191
"Wayampi, Emerillon",-52.0,3.0,pastoral,0.0990990990990991
"Wayana, Aparai",-54.0,3.0,pastoral,0.09917355371900827
West Greenland Eskimo,-53.0,67.0,pastoral,0.07692307692307693
Western Apache,-110.5,33.5,pastoral,0.08737864077669903
Western Australia,117.0,-27.0,pastoral,0.027777777777777776
Western Evenki,100.0,64.0,pastoral,0.14432989690721648
Western Keres,-108.0,35.0,pastoral,0.11688311688311688
Western Sahaptin,-120.5,46.0,pastoral,0.08484848484848485
Western Sahara & Mauritania,-16.0,21.0,pastoral,0.125
Western Sami,18.0,66.0,pastoral,0.15859030837004406
"Western Shoshoni,Gosiute",-115.0,40.0,pastoral,0.044444444444444446
Western Wood Cree,-112.0,56.0,pastoral,0.14285714285714285
Wichita,-97.0,33.0,pastoral,0.03508771929824561
Winnebago,-89.0,44.0,pastoral,0.0425531914893617
Wintu,-122.5,39.5,pastoral,0.056451612903225805
"Witoto,Ocaina",-73.0,-2.0,pastoral,0.04878048780487805
Wiyot,-124.2,40.5,pastoral,0.02702702702702703
Wotians,28.5,59.8,pastoral,0.14666666666666667
Xhosa,26.5,-32.5,pastoral,0.125
Yabarana,-66.3,5.5,pastoral,0.0
Yaghnobi,69.0,39.3,pastoral,0.14285714285714285
Yagua,-71.5,-3.0,pastoral,0.07777777777777778
Yaka,17.0,-7.0,pastoral,0.13333333333333333
Yakut,127.0,65.0,pastoral,0.13898305084745763
Yamana,-71.0,-55.0,pastoral,0.023255813953488372
"Yambasa, Banen",11.0,4.4,pastoral,0.03333333333333333
Yami,121.5,22.0,pastoral,0.0
Yana,-122.0,40.3,pastoral,0.041666666666666664
Yankton,-98.0,45.5,pastoral,0.09090909090909091
Yanomamo,-64.5,2.0,pastoral,0.04807692307692308
"Yao, Macua",37.5,-12.5,pastoral,0.037037037037037035
Yap,138.6,9.31,pastoral,0.1346153846153846
"Yaqui,Mayo,Sinaloa",-109.0,26.5,pastoral,0.03333333333333333
Yaruro,-69.0,6.0,pastoral,0.023809523809523808
Yava,110.0,-8.0,pastoral,0.06862745098039216
Yazguliami,71.6,38.4,pastoral,0.11827956989247312
Yellowknife,-110.0,65.0,pastoral,0.13636363636363635
Yemen,46.0,14.0,pastoral,0.0873015873015873
Yogur,100.0,39.0,pastoral,0.21568627450980393
Yokuts,-120.0,36.5,pastoral,0.1875
"Yoruba,Nupe,Bini",4.5,8.0,pastoral,0.10112359550561797
"Yucatec, Itza",-88.5,20.0,pastoral,0.0967741935483871
Yuchi,-81.5,30.5,pastoral,0.12244897959183673
"Yucuna, Kabiyari",-70.0,-1.0,pastoral,0.056074766355140186
Yukaghir,154.0,67.0,pastoral,0.16
Yuki,-123.0,39.5,pastoral,0.09433962264150944
Yukpa,-76.0,9.5,pastoral,0.11627906976744186
"Yuma,Mohave,Maricopa",-114.6,33.0,pastoral,0.07228915662650602
Yuracare,-67.0,-17.0,pastoral,0.21052631578947367
Yurok,-124.0,41.5,pastoral,0.06363636363636363
Zaghawa,22.0,16.0,pastoral,0.1111111111111111
"Zande,Nzakara",25.0,4.5,pastoral,0.038461538461538464
Zaparo,-75.0,-2.5,pastoral,0.21428571428571427
"Zapotec,Chatino",-96.5,16.5,pastoral,0.16666666666666666
Zoque,-92.5,16.5,pastoral,0.07272727272727272
"Zulu,Swasi",30.5,-28.5,pastoral,0.14814814814814814
Zuni,-109.0,35.0,pastoral,0.11214953271028037
Abaza (Abazins),42.0,44.2,fishing,0.043478260869565216
"Abenaki,Penobscot",-70.5,44.5,fishing,0.046875
Abkhaz,40.8,43.2,fishing,0.04590163934426229
"Abor,Gallong,Tani",95.0,28.5,fishing,0.06832298136645963
Aceh,95.6,5.3,fishing,0.041666666666666664
Ache,-55.5,-25.0,fishing,0.0625
Achomavi,-120.5,40.14,fishing,0.018518518518518517
"Acoli,Alur,Lango",32.5,2.7,fishing,0.0
Admiralty islands,147.0,-2.0,fishing,0.02857142857142857
"Adyghe, Kabardin",42.5,44.0,fishing,0.031609195402298854
Aguaruna,-78.5,-5.0,fishing,0.06956521739130435
Aimara,-69.0,-16.5,fishing,0.019230769230769232
Ainu,143.0,43.0,fishing,0.0546875
"Aka,Baka a.o.Western Pygmies",17.0,2.0,fishing,0.0784313725490196
"Akan,Ashanti,Akwapim,Tvi",-1.5,6.5,fishing,0.05
Akawai,-60.0,7.0,fishing,0.12903225806451613
"Akkad,Assyria,Babylon",44.0,33.0,fishing,0.024390243902439025
"Akposo,Akebu,Santrokofi",0.5,7.0,fishing,0.0
Akuriyo,-55.4,3.2,fishing,0.0
"Alabama,Koasati",-87.0,32.0,fishing,0.04132231404958678
Albanians,20.0,41.5,fishing,0.03305785123966942
Aleut,-170.0,54.0,fishing,0.0
Algeria Arabs,2.0,35.0,fishing,0.004291845493562232
Algonkian proper,-77.0,47.0,fishing,0.0
"Alor, Solor",124.0,-8.3,fishing,0.029411764705882353
Alsea,-123.9,44.5,fishing,0.0
"Altai-Kiji, Telengit",88.0,50.0,fishing,0.01556420233463035
Amhara,38.0,11.5,fishing,0.0
Ami,121.35,23.4,fishing,0.030303030303030304
Amuesha,-75.5,-9.5,fishing,0.07894736842105263
Anambe,-49.5,-2.5,fishing,0.0
Ancient China,110.0,34.0,fishing,0.06428571428571428
Ancient Egypt,30.7,27.5,fishing,0.020833333333333332
Ancient Greece,24.0,37.5,fishing,0.023809523809523808
Ancient Italy,13.5,42.0,fishing,0.024390243902439025
Andaman,92.5,12.0,fishing,0.0
Andoque,-73.5,-0.5,fishing,0.09090909090909091
"Anuak, Shilluk",33.5,7.5,fishing,0.05454545454545454
Apinaye,-48.0,-6.0,fishing,0.058823529411764705
Arabs of Sudan,30.0,15.0,fishing,0.013793103448275862
Arabs: Egypt,31.0,31.0,fishing,0.017123287671232876
Arabs: Iraq,46.0,32.0,fishing,0.011583011583011582
Arabs: Libya,17.0,30.0,fishing,0.025974025974025976
"Arabs: Palestine,Syria,Lebanon",36.5,34.0,fishing,0.017142857142857144
Aragon,0.0,42.2,fishing,0.05263157894736842
Aramaic (Syrians),36.5,33.5,fishing,0.04424778761061947
Arapaho,-103.0,40.0,fishing,0.019736842105263157
Arikara,-100.5,45.0,fishing,0.03636363636363636
Armenians,43.5,40.5,fishing,0.045112781954887216
Arnham Land,133.0,-14.0,fishing,0.06060606060606061
Ashaninca,-74.4,-11.5,fishing,0.08620689655172414
AsiaticEskimo,-173.0,65.0,fishing,0.0625
Assamese,91.0,25.0,fishing,0.02564102564102564
Assiniboine,-104.5,50.0,fishing,0.011834319526627219
Astrakhan Tatars and Nogai,47.5,47.0,fishing,0.05555555555555555
"Asurini,Paracana.",-51.5,-5.0,fishing,0.0
Atacameno,-70.0,-23.5,fishing,0.0
"Atayal,Sedeq,Saisiyat",121.4,24.4,fishing,0.06557377049180328
Athna,-145.0,62.0,fishing,0.029411764705882353
Atsugevi,-121.0,40.08,fishing,0.03225806451612903
Attikamek,-74.0,47.5,fishing,0.0
"Avar,Andi,Akhvakh",46.7,42.4,fishing,0.02145922746781116
Avesta; Pekhlevi texts,61.0,36.0,fishing,0.03636363636363636
Ayacucho dep.,-74.3,-14.0,fishing,0.0
Ayoreo,-60.0,-20.0,fishing,0.09090909090909091
Azerbaijan,48.0,39.0,fishing,0.020618556701030927
Aztec,-99.0,19.5,fishing,0.0
Baffin Land Eskimo,-66.0,65.0,fishing,0.028985507246376812
"Baiga,Bhuiya,Bhumiya",81.0,23.0,fishing,0.015625
Baikal Evenki,115.0,55.0,fishing,0.024096385542168676
Bakairi,-55.0,-14.0,fishing,0.030303030303030304
Balahi,76.5,21.8,fishing,0.0
"Balantak,Loinang,Banggai",122.5,-1.0,fishing,0.0
"Bali, Lombok",115.0,-9.0,fishing,0.014084507042253521
Baluch,63.0,28.0,fishing,0.027777777777777776
"Banda,Gbaya,Ngbandi,Manja",20.0,7.0,fishing,0.0
"Banhar,Moi,Sedang",108.5,16.0,fishing,0.05555555555555555
"Baniwa, Bare, Piapoco",-68.5,1.5,fishing,0.11827956989247312
"Banks, Torres islands",167.5,-13.0,fishing,0.06451612903225806
Bannock,-112.0,43.0,fishing,0.0
"Barasana,Taibano,Makuna",-70.4,0.2,fishing,0.10144927536231885
Bari,-73.0,9.5,fishing,0.10526315789473684
"Bari, Kakwa",31.0,5.5,fishing,0.14285714285714285
Bashkir,57.0,54.0,fishing,0.032407407407407406
Basque,-1.5,43.0,fishing,0.0365296803652968
Batak; Gayo,98.9,2.3,fishing,0.08928571428571429
"Baule, Nzema, Agni",-4.0,7.5,fishing,0.014925373134328358
Beaver,-120.0,57.0,fishing,0.0
Bedja,36.5,19.5,fishing,0.0
Bella Coola,-127.0,51.8,fishing,0.0898876404494382
"Bemba,Kaonde,Lamba",28.0,-11.5,fishing,0.024096385542168676
Bengali,89.0,23.0,fishing,0.03048780487804878
"Berber (Morocco,SW Algeria)",-5.0,35.0,fishing,0.033707865168539325
Bering Strait Inupiat,-166.0,65.5,fishing,0.0297029702970297
"Bhil, Barela-Bhilala",74.4,23.4,fishing,0.05714285714285714
Bilin,38.0,15.5,fishing,0.0
Biloxi,-89.0,30.5,fishing,0.06451612903225806
Biu-Mandara,13.0,10.0,fishing,0.0
Blackfoot,-112.5,51.0,fishing,0.010869565217391304
"Boa,Komo,Nyanga",27.0,0.0,fishing,0.047619047619047616
Bobo,-4.5,11.5,fishing,0.0
"Bole, Tangale",10.8,10.3,fishing,0.0
"Bondo,Didayi,Gutob",82.18,18.25,fishing,0.03076923076923077
Bongo,28.0,7.5,fishing,0.0
Bora,-72.0,-2.5,fishing,0.043478260869565216
Bororo,-54.0,-15.5,fishing,0.04285714285714286
Boruca,-83.3,8.9,fishing,0.0
Bosnia Muslims,18.0,44.0,fishing,0.06481481481481481
Botocudo,-41.0,-17.0,fishing,0.02702702702702703
"Bozo,Sorko",-5.0,14.0,fishing,0.0
Brahui,66.0,29.0,fishing,0.0
Bretagne,-4.0,48.5,fishing,0.06382978723404255
"Bribri,Cabecar",-83.4,9.5,fishing,0.07246376811594203
Buduma,14.4,12.8,fishing,0.0
"Bugi, Macassar",119.7,-5.0,fishing,0.03125
"Buka, Bougenville",155.0,-6.0,fishing,0.0
Bukhara Arabs,64.5,39.8,fishing,0.027777777777777776
Bulgarians,25.0,42.5,fishing,0.03185840707964602
Bunak,125.2,-9.3,fishing,0.23076923076923078
"Bunun,Tsou,Kanabu",121.0,23.4,fishing,0.0
"Burmese,Intha,Arakan",95.0,20.0,fishing,0.046875
Burusho,75.0,36.6,fishing,0.03571428571428571
Buryat,107.0,52.0,fishing,0.025936599423631124
Bushmen,20.0,-26.0,fishing,0.016666666666666666
Byelorussians,27.0,53.0,fishing,0.04398148148148148
Caddo,-95.0,33.0,fishing,0.037037037037037035
Caduveo,-57.0,-22.0,fishing,0.058823529411764705
"Cahuilla, Cupeno",-116.0,34.0,fishing,0.0
Candoshi,-77.0,-4.0,fishing,0.16666666666666666
Caribou,-97.0,65.0,fishing,0.06382978723404255
Carijona,-72.0,0.0,fishing,0.07894736842105263
Carrier,-123.0,53.5,fishing,0.07006369426751592
Cashibo,-75.5,-8.8,fishing,0.08823529411764706
"Cashinahua,Mayoruna",-72.5,-8.0,fishing,0.07407407407407407
Catalonia,2.0,41.3,fishing,0.0297029702970297
Catawba,-79.5,36.0,fishing,0.0
Cayapa (Chachi),-79.0,1.0,fishing,0.0
Cayapo,-51.0,-8.0,fishing,0.05714285714285714
Central Australia,133.0,-23.5,fishing,0.024390243902439025
Central Philippines,122.5,12.0,fishing,0.05172413793103448
Central Solomons,157.0,-8.0,fishing,0.022222222222222223
Central Vanuatu,167.5,-15.0,fishing,0.10666666666666667
Central Yupiq,-160.0,60.0,fishing,0.041237113402061855
Ceram,128.0,-3.3,fishing,0.06666666666666667
Chacobo,-66.0,-12.0,fishing,0.0625
"Chagga, Digo",38.0,-4.0,fishing,0.0
Chamacoco,-59.0,-21.0,fishing,0.08181818181818182
Chamorro,145.5,15.0,fishing,0.14285714285714285
Chayahuita,-77.0,-5.8,fishing,0.057692307692307696
Chechen,46.0,43.0,fishing,0.034482758620689655
"Chehalis, Cowlitz",-123.5,47.0,fishing,0.06172839506172839
"Chelan, Wenatchi",-120.0,47.5,fishing,0.0
Chemehuevi,-115.3,34.7,fishing,0.0
Chero,87.0,22.5,fishing,0.0
Cherokee,-83.5,35.0,fishing,0.022727272727272728
Cheyenne,-104.0,43.0,fishing,0.03260869565217391
Chilcotin,-124.0,52.0,fishing,0.057692307692307696
