group,longitude,latitude,concept,share
Chipaya,-67.0,-18.5,pastoral,0.0
Chipewyan,-106.0,60.0,pastoral,0.08888888888888889
Chiricahua Apache,-108.0,33.0,pastoral,0.04054054054054054
Chiriguano,-64.0,-17.0,pastoral,0.07317073170731707
Chitimacha,-89.9,28.5,pastoral,0.3076923076923077
Choco,-77.0,7.0,pastoral,0.09
"Choktaw,Chichasaw",-88.5,33.0,pastoral,0.11363636363636363
"Chokwe,Luchazi",22.0,-12.0,pastoral,0.037037037037037035
Chol,-91.5,17.7,pastoral,0.08695652173913043
Chontal,-93.0,18.0,pastoral,0.047619047619047616
Chorote,-62.0,-21.5,pastoral,0.053763440860215055
Chorti,-89.0,15.2,pastoral,0.04878048780487805
Chugach,-148.0,60.2,pastoral,0.08333333333333333
Chukchi,-179.0,67.0,pastoral,0.13063063063063063
Chulym Turks,86.0,57.0,pastoral,0.17307692307692307
Chumash,-120.0,34.5,pastoral,0.08064516129032258
"Chuvans, Markovo",170.0,64.5,pastoral,0.24
Chuvash,47.5,55.0,pastoral,0.1180327868852459
Coast Miwok,-122.8,38.0,pastoral,0.09375
Cocopa,-115.0,32.2,pastoral,0.045454545454545456
Cofan,-77.0,0.30000000000000004,pastoral,0.08108108108108109
Colorado (Tsachila),-79.0,-0.4,pastoral,0.05970149253731343
Comanche,-102.0,32.0,pastoral,0.0
Comoros Islands,44.0,-12.0,pastoral,0.14285714285714285
"Comox,Pentlatch",-125.0,50.0,pastoral,0.07216494845360824
Cook Islands northern,-160.0,-10.0,pastoral,0.0
Cook Islands southern,-158.3,-20.0,pastoral,0.12
Coos,-124.2,43.4,pastoral,0.061855670103092786
Copper Eskimo,-108.0,68.5,pastoral,0.08333333333333333
Cora,-104.8,22.0,pastoral,0.09090909090909091
"Creek, Seminole",-86.0,33.0,pastoral,0.07142857142857142
Crenye,-45.0,-4.0,pastoral,0.0
Crimea Tatars,34.0,45.0,pastoral,0.05825242718446602
Croatians,15.5,44.5,pastoral,0.15135135135135136
Crow,-109.0,47.0,pastoral,0.06870229007633588
Cuba Mestizos,-71.0,18.5,pastoral,0.0
Cubeo,-70.4,1.3,pastoral,0.02631578947368421
Cuiva,-72.0,8.0,pastoral,0.02631578947368421
"Culina,Araua,Apurina",-71.0,-11.0,pastoral,0.08
Cyprus Greeks,33.0,34.8,pastoral,0.18181818181818182
Czech,15.0,49.8,pastoral,0.11458333333333333
Daghur,125.0,50.5,pastoral,0.13274336283185842
"Dan,Guro,Mano,Sapa,Ngere",-7.0,9.0,pastoral,0.07042253521126761
Danes,10.0,56.0,pastoral,0.1037037037037037
Dards,74.5,35.8,pastoral,0.13333333333333333
Dargin (Dargwa),47.6,42.2,pastoral,0.13636363636363635
Darkhad,100.0,51.0,pastoral,0.07317073170731707
Dena'ina,-152.0,61.5,pastoral,0.0898876404494382
"Desana,Siriano,Tatuyo,Bara",-70.0,0.30000000000000004,pastoral,0.029411764705882353
Dhanwar,74.7,17.3,pastoral,0.06666666666666667
"Dhoba,Ahir,Halba,Lohar,etc.",79.0,21.0,pastoral,0.11764705882352941
Dholuo,34.6,-0.2,pastoral,0.06818181818181818
"Dido,Khvarshi,Hunzib",45.9,42.2,pastoral,0.06451612903225806
Diegueno,-116.5,32.6,pastoral,0.0
Dogon,-4.0,15.0,pastoral,0.1276595744680851
Dolgan,102.0,71.5,pastoral,0.21176470588235294
Dongxiang,103.0,36.0,pastoral,0.08695652173913043
"Duala,Basa,Kwiri",10.0,5.0,pastoral,0.0
Dungan,107.0,37.0,pastoral,0.08333333333333333
Durango Nahua,-104.6,22.7,pastoral,0.1
"Dutch, Flemish, Frisians",4.5,52.0,pastoral,0.1
Easter Island,-110.0,-27.0,pastoral,0.0
Eastern Cree,-75.0,52.0,pastoral,0.08823529411764706
Eastern Keres,-107.0,35.5,pastoral,0.1267605633802817
"Eastern Sami, incl. Skolts",33.0,68.0,pastoral,0.14534883720930233
Eastern Shohone,-109.0,43.0,pastoral,0.08
Eest Greenland Eskimo,-37.0,66.0,pastoral,0.05
"Efik, Ibibio, Ikom",8.0,5.5,pastoral,0.05555555555555555
Enets,83.0,71.0,pastoral,0.17647058823529413
England,-1.0,52.5,pastoral,0.15517241379310345
Ese'ejja,-68.5,-12.0,pastoral,0.034482758620689655
Estonians,25.0,58.7,pastoral,0.12037037037037036
Evenki of China,123.0,51.5,pastoral,0.15555555555555556
Evens (Lamuts),144.0,63.0,pastoral,0.1686746987951807
Ewe,1.0,6.0,pastoral,0.043478260869565216
Eyak,-144.0,60.5,pastoral,0.09836065573770492
"Fang,Bube,Bulu,Tanga",12.0,3.0,pastoral,0.10309278350515463
Far East Evenki,132.0,54.0,pastoral,0.13533834586466165
Fataluku,127.0,-8.4,pastoral,0.2
Fiji,178.5,-17.5,pastoral,0.0
Finns,24.0,61.0,pastoral,0.12873563218390804
"Fipa,Bende,Iramba",31.0,-7.0,pastoral,0.0
Five Nations Iroquois,-76.0,42.7,pastoral,0.08695652173913043
Flathead,-113.5,47.5,pastoral,0.0
Flores,122.0,-9.0,pastoral,0.0851063829787234
Fon,2.0,7.0,pastoral,0.043478260869565216
Forest Nenets,73.0,64.0,pastoral,0.24561403508771928
"Fox,Sauk,Kikapoo",-84.0,42.7,pastoral,0.12403100775193798
French,2.0,47.0,pastoral,0.12471131639722864
"Fulbe,Wolof,Serer",-13.0,11.0,pastoral,0.07142857142857142
Gabrielino,-118.0,34.0,pastoral,0.16666666666666666
Gagauz,28.7,46.2,pastoral,0.11428571428571428
"Ganda,Nyoro,Haya",31.5,0.0,pastoral,0.07547169811320754
"Garo,Bodo,Hami,Riga",92.5,24.8,pastoral,0.11428571428571428
Georgians,44.0,42.0,pastoral,0.12704918032786885
Germans,10.0,51.0,pastoral,0.1222707423580786
"Gilbert,Nauru,Banaba",177.0,-2.0,pastoral,0.057971014492753624
"Gogo,Zaramo,Kaguru",38.0,-7.0,pastoral,0.05154639175257732
Gola,-10.7,7.4,pastoral,0.07142857142857142
Gondi,79.5,21.4,pastoral,0.11214953271028037
Greeks (modern),23.0,39.0,pastoral,0.1331877729257642
Gros Ventre,-109.0,50.0,pastoral,0.11428571428571428
Guajiro,-72.0,12.0,pastoral,0.10714285714285714
Guarani,-54.0,-25.5,pastoral,0.06097560975609756
Guayabero,-73.0,2.2,pastoral,0.058823529411764705
"Guaymi,Bocota",-82.5,8.5,pastoral,0.09523809523809523
Gujarati,72.0,22.0,pastoral,0.0
Hadza,34.8,-3.6,pastoral,0.09523809523809523
Haida,-132.0,53.0,pastoral,0.10215053763440861
"Halcomelem,Sechelt,Squamish",-123.3,49.0,pastoral,0.14285714285714285
Halmahera,128.4,1.0,pastoral,0.125
Han,-142.0,62.8,pastoral,0.125
Hanty,75.0,61.0,pastoral,0.12903225806451613
Harakmbet,-71.0,-12.0,pastoral,0.06521739130434782
Hare,-125.0,67.0,pastoral,0.10810810810810811
Hausa,7.0,12.0,pastoral,0.06875
Hawaii,-157.0,21.0,pastoral,0.08163265306122448
"Heiltsuk,Oowekeeno",-128.0,51.7,pastoral,0.1
Herrero,18.0,-21.5,pastoral,0.0625
Hidatsa,-102.0,47.0,pastoral,0.06153846153846154
Highland Ecuador,-78.5,-1.0,pastoral,0.15384615384615385
Highland Tajik,71.5,38.5,pastoral,0.128
"Hindi, Chhattisgarhi",78.0,24.0,pastoral,0.13306451612903225
Hitchiti,-85.0,31.5,pastoral,0.0
"Hittite, Hurrit",38.0,39.0,pastoral,0.06666666666666667
Hixkaryana,-59.0,-1.0,pastoral,0.05128205128205128
Hopi,-110.0,36.5,pastoral,0.09523809523809523
Hoti,-65.5,5.5,pastoral,0.0
Huastec,-98.0,21.5,pastoral,0.10810810810810811
Huave,-94.7,16.4,pastoral,0.0
Huichol,-104.5,22.5,pastoral,0.09375
Hungarians,19.5,47.0,pastoral,0.15037593984962405
"Hupa,Chilula",-123.5,41.0,pastoral,0.0
"Huron, Wyandot",-79.0,44.0,pastoral,0.10606060606060606
Ica dep.,-75.0,-14.0,pastoral,0.0
"Ifaluk, Lamotrek, Satawal",144.0,6.5,pastoral,0.08823529411764706
Igbo; Isoko,7.0,5.5,pastoral,0.1016949152542373
Iglulik,-84.0,69.5,pastoral,0.08791208791208792
Ijaw,6.5,5.0,pastoral,0.11764705882352941
Ijka,-73.5,10.5,pastoral,0.07142857142857142
Ila,27.0,-15.5,pastoral,0.02631578947368421
"India, literary sources",78.0,26.0,pastoral,0.08522727272727272
Ingalik,-160.0,62.0,pastoral,0.15217391304347827
Ingrians,30.0,59.5,pastoral,0.125
Ingush,45.0,43.3,pastoral,0.12152777777777778
Inland Tlingit,-132.0,60.0,pastoral,0.05194805194805195
Iowa,-94.0,41.5,pastoral,0.08256880733944955
Irakw,35.2,-4.5,pastoral,0.21052631578947367
Iranxe,-57.5,-13.0,pastoral,0.058823529411764705
Ireland,-8.0,53.0,pastoral,0.127208480565371
Island Caribs,-62.0,16.0,pastoral,0.03225806451612903
Italians (continental),11.5,44.0,pastoral,0.15815085158150852
"Itene,Wari,other Rondonia",-63.0,-11.0,pastoral,0.024390243902439025
Japan,135.0,35.0,pastoral,0.07894736842105263
Jicaque,-88.0,15.1,pastoral,0.09375
Jicarilla Apache,-104.0,36.5,pastoral,0.0703125
Juang,85.25,23.25,pastoral,0.041666666666666664
Juruna,-52.0,-7.0,pastoral,0.08108108108108109
Kabyle,3.3,36.2,pastoral,0.13157894736842105
Kachin,97.5,26.0,pastoral,0.08
Kafirs,70.5,35.5,pastoral,0.19230769230769232
"Kaingang, Xokleng",-50.0,-24.5,pastoral,0.2222222222222222
"Kalapalo, Kuikuro",-54.5,-13.5,pastoral,0.09859154929577464
Kalapuya,-123.0,44.6,pastoral,0.0967741935483871
"Kalenjin,Nande,Arusha",35.0,1.0,pastoral,0.10714285714285714
"Kalispel,Coeur d'Alene",-117.0,47.5,pastoral,0.03636363636363636
Kalmyk,45.5,47.0,pastoral,0.10040160642570281
Kamaiura,-54.0,-12.5,pastoral,0.09615384615384616
Kamakan,-40.5,-14.5,pastoral,0.0
Kamba,39.0,-2.0,pastoral,0.057692307692307696
Kamchadal,158.0,53.0,pastoral,0.18840579710144928
Kamchatka Evens,158.6,55.7,pastoral,0.35294117647058826
"Kamsa, Ingano",-77.0,1.0,pastoral,0.05263157894736842
Kanamari,-68.0,-7.0,pastoral,0.11764705882352941
"Kanjobal,Chuj,Mocho",-92.0,16.0,pastoral,0.10344827586206896
Kannada; Kuruba,76.5,13.5,pastoral,0.11578947368421053
Kanuri,13.0,13.0,pastoral,0.0
Kapingamarangi,154.5,1.4,pastoral,0.09523809523809523
Kara Kalpak,60.0,43.0,pastoral,0.09558823529411764
"Karachays, Balkar",42.0,44.0,pastoral,0.12844036697247707
Karaja,-50.5,-10.5,pastoral,0.03278688524590164
Karelians,32.0,62.0,pastoral,0.15088757396449703
Karen,97.0,18.0,pastoral,0.06818181818181818
"Karina, Galibi",-59.0,5.0,pastoral,0.07857142857142857
Kariri,-40.3,-11.5,pastoral,0.0
Karok,-123.5,42.0,pastoral,0.07608695652173914
Kashmiri,75.5,33.5,pastoral,0.08547008547008547
Kashubians,18.0,54.3,pastoral,0.1
Kaska,-129.0,60.5,pastoral,0.08737864077669903
"Katawishi,Manao etc.",-62.0,-3.0,pastoral,0.03333333333333333
"Katu, Bru",107.4,16.2,pastoral,0.0
Kawaiisu,-118.0,36.5,pastoral,0.11290322580645161
Kaxuyana,-57.5,1.0,pastoral,0.07407407407407407
Kayabi,-55.5,-12.0,pastoral,0.05970149253731343
"Kayan,Kenya,Bahau,""Klemantan""",116.0,0.0,pastoral,0.09090909090909091
Kazakh,69.0,48.0,pastoral,0.10412147505422993
"Kechua: South Peru, Bolivia",-71.5,-14.0,pastoral,0.0380952380952381
"Kei,Tanimbar,Babar,Watubela",132.5,-7.0,pastoral,0.0
Kekchi; Mopan,-89.8,16.5,pastoral,0.036585365853658534
Kerek,178.0,62.6,pastoral,0.06060606060606061
"Ket, Yug",88.0,66.0,pastoral,0.12213740458015267
"Kete,Luba-Kasai,Kanioka",22.5,-7.0,pastoral,0.022727272727272728
Khakas,90.0,53.5,pastoral,0.10424710424710425
Kharia,86.1,21.4,pastoral,0.14285714285714285
Khasi,92.0,25.0,pastoral,0.023255813953488372
Khmer,104.0,13.0,pastoral,0.09821428571428571
"Khmu, Puoc",102.0,20.0,pastoral,0.09230769230769231
Khoikhoi,21.0,-32.0,pastoral,0.05714285714285714
Khwarezm Uzbek,60.5,41.7,pastoral,0.1
Kikuyu,37.0,-1.0,pastoral,0.08064516129032258
Kiliwa,-115.4,31.0,pastoral,0.05263157894736842
Kimberley Plateau,126.0,-16.0,pastoral,0.08333333333333333
Kiowa,-100.0,35.0,pastoral,0.07317073170731707
Kiowa-Apache,-98.0,36.0,pastoral,0.05454545454545454
"Kirati (Rai,Limbu,Newar)",87.0,27.2,pastoral,0.1044776119402985
Kirghiz,75.0,41.5,pastoral,0.08108108108108109
Kissi,-10.2,8.4,pastoral,0.0
Kitanemuk,-117.3,35.0,pastoral,0.10526315789473684
"Klallam,Lkungen",-123.7,48.1,pastoral,0.11290322580645161
"Klamath, Modoc",-122.0,43.5,pastoral,0.10619469026548672
Kodiak,-154.5,57.5,pastoral,0.19696969696969696
Kogi,-74.0,11.0,pastoral,0.07317073170731707
Kolchan,-155.0,62.5,pastoral,0.1206896551724138
Komi,55.0,63.0,pastoral,0.15708812260536398
"Konde,Matumbi,Pangwa",37.0,-9.0,pastoral,0.03125
Konds (Khonds),84.0,20.8,pastoral,0.09009009009009009
Kongo,14.0,-6.5,pastoral,0.08849557522123894
Konkani,74.2,15.0,pastoral,0.2
Korea,127.5,38.0,pastoral,0.08962264150943396
Korku,77.0,22.0,pastoral,0.0
Koyukon,-154.0,65.6,pastoral,0.08403361344537816
"Kpelle, Kono",-9.0,8.0,pastoral,0.109375
Krache; Ga,0.0,8.0,pastoral,0.06382978723404255
Kraho,-48.0,-8.3,pastoral,0.03333333333333333
Kru,-8.0,6.0,pastoral,0.08064516129032258
"Kuba,Dengese,Bushoongo,Yansi",21.5,-4.0,pastoral,0.05
Kubu,103.5,-2.5,pastoral,0.0
"Kumandin,Chelkan,Tubalar",86.0,52.0,pastoral,0.08928571428571429
Kumaoni (Central Pahari),80.0,29.7,pastoral,0.1
Kumyk,47.2,43.0,pastoral,0.1330049261083744
Kuna,-78.0,3.5,pastoral,0.12359550561797752
Kunama,37.3,15.0,pastoral,0.0
Kurd,46.0,35.0,pastoral,0.10276679841897234
Kutchin,-141.0,68.0,pastoral,0.08633093525179857
Kutenai,-116.0,50.0,pastoral,0.07207207207207207
Kwakiutl,-127.3,51.0,pastoral,0.1
Labrador Eskimo,-70.0,59.0,pastoral,0.08196721311475409
Lacandon,-91.5,17.2,pastoral,0.07246376811594203
"Lahu,Sani,Hani,Nasu,Jino",102.0,23.0,pastoral,0.10434782608695652
Lake Miwok,-122.7,38.5,pastoral,0.0
Laks,47.1,42.1,pastoral,0.1456953642384106
Lampung; S. Sumatra Malay,105.0,-5.0,pastoral,0.36363636363636365
Lao,104.8,17.0,pastoral,0.1282051282051282
"Lassik,Catho,Mattole",-124.0,40.5,pastoral,0.046153846153846156
Latvians,23.5,56.5,pastoral,0.12179487179487179
"Lavrung,Jiarong,Qiang",103.0,31.5,pastoral,0.08108108108108109
"Lega, Bangubangu",27.0,-3.0,pastoral,0.0
"Lele, Tobanga",16.0,9.5,pastoral,0.0
Lenape,-74.5,40.5,pastoral,0.15384615384615385
Lenca,-87.5,14.2,pastoral,0.0
"Lengua, Sanapana",-59.5,-24.0,pastoral,0.05555555555555555
Lepcha,83.7,27.1,pastoral,0.13445378151260504
"Letuama,Ufaina,Yahuna",-69.7,-0.6000000000000001,pastoral,0.09722222222222222
"Lezgians,Kiurin; Archin",47.6,41.4,pastoral,0.11299435028248588
"Li,Dong,Maonan",109.5,19.0,pastoral,0.0
Lillooet,-122.8,50.5,pastoral,0.07476635514018691
Lima dep.,-77.0,-11.8,pastoral,0.01694915254237288
Limba,-11.8,9.5,pastoral,0.09090909090909091
Lingala,19.0,2.0,pastoral,0.0967741935483871
Lipan Apache,-100.0,30.0,pastoral,0.1
"Lisu, Lolo,Yi,Achang",101.0,26.0,pastoral,0.046511627906976744
Lithuanians,24.0,55.3,pastoral,0.11618257261410789
Livonians,22.6,57.7,pastoral,0.1340782122905028
Lobi,-3.4,10.5,pastoral,0.1111111111111111
Locono,-57.0,6.0,pastoral,0.08888888888888889
Lower Amazon,-53.0,-2.0,pastoral,0.0
Lower Chinook,-123.0,46.0,pastoral,0.08771929824561403
Loyalty,167.2,-21.0,pastoral,0.05
"Lozi,Rotse,Lui,Subia",22.5,-15.0,pastoral,0.0
"Luba,Bena,Tabwa",26.0,-7.0,pastoral,0.04878048780487805
"Luiseno, Juaneno",-117.5,33.5,pastoral,0.06896551724137931
Lunda,23.0,-10.0,pastoral,0.07142857142857142
"Luri, Bakhtiari",48.5,33.0,pastoral,0.08888888888888889
Lushootseed,-122.0,48.0,pastoral,0.10582010582010581
Luzon Negritos,123.0,14.0,pastoral,0.05263157894736842
Maba,21.0,14.0,pastoral,0.0
Macedonians,22.0,41.7,pastoral,0.12121212121212122
Machiguenga,-72.9,-11.5,pastoral,0.0641025641025641
Mackenzie Delta Eskimo,-135.0,69.5,pastoral,0.14285714285714285
Macu,-68.0,-1.0,pastoral,0.037037037037037035
Mahican,-73.5,42.5,pastoral,0.25
Mai Huna (Coto),-74.0,-1.0,pastoral,0.03278688524590164
Maidu,-121.5,39.0,pastoral,0.0423728813559322
"Makaa, Kaka",14.0,4.0,pastoral,0.14285714285714285
Makiritare,-65.0,5.5,pastoral,0.058823529411764705
Makka,-59.0,-23.5,pastoral,0.03571428571428571
Makuxi,-59.6,4.5,pastoral,0.07228915662650602
Malagasy,47.0,-19.0,pastoral,0.12413793103448276
"Malawi,Wenda,Tumbuka,Nsenga",34.0,-15.0,pastoral,0.05263157894736842
Malayali; Kannikaran,77.0,9.0,pastoral,0.0625
"Maliseet,Passamaquoddy",-67.5,46.5,pastoral,0.08333333333333333
Maltese,14.2,36.0,pastoral,0.14285714285714285
"Mam, Ixil",-92.5,15.5,pastoral,0.07692307692307693
Manchu,127.0,45.5,pastoral,0.09302325581395349
Mandan,-101.5,46.5,pastoral,0.05555555555555555
"Manden,Bamana,Malinke,Diula",-8.0,13.0,pastoral,0.08333333333333333
Mangareva,-135.0,-23.0,pastoral,0.2
"Mangbetu,Lugbara,Madi",29.0,3.0,pastoral,0.07142857142857142
"Manjak,Balant,Papel,Felupe,Diola",-16.0,12.5,pastoral,0.047619047619047616
Mansi,64.0,63.0,pastoral,0.13043478260869565
"Maori,Moriori",175.0,-40.0,pastoral,0.06060606060606061
Mapuche,-72.5,-39.0,pastoral,0.08333333333333333
Marathi,75.0,20.0,pastoral,0.05042016806722689
Mari,48.0,57.0,pastoral,0.1366120218579235
Maritime Koryak (Alyutor),165.0,60.0,pastoral,0.12359550561797752
Marquesas,-140.0,-9.0,pastoral,0.14285714285714285
Marshal Islands,168.0,9.0,pastoral,0.13333333333333333
Marubo,-72.5,-6.0,pastoral,0.0
Masai,37.0,-5.0,pastoral,0.10526315789473684
Massim district,154.0,-10.0,pastoral,0.047619047619047616
Mataco,-63.0,-23.3,pastoral,0.0390625
Mawe,-57.0,-3.5,pastoral,0.07692307692307693
Maxakali,-42.0,-18.0,pastoral,0.0
"Mbum,Mundang",14.0,9.5,pastoral,0.15789473684210525
"Mbundu, Owambo",17.5,-13.5,pastoral,0.0684931506849315
Mbuti & Efe Pigmies,29.5,1.0,pastoral,0.0
"Mehri,Jibbali,Harsusi",52.2,17.0,pastoral,0.0967741935483871
"Mende,Bandi,Loma",-12.0,8.0,pastoral,0.07142857142857142
Menomini,-88.5,45.5,pastoral,0.06217616580310881
Mentawai,99.5,-2.5,pastoral,0.09433962264150944
"Meo,Dao,Man (Vietnam,Laos)",103.0,19.0,pastoral,0.09259259259259259
"Meriri, Pulo Anna",131.6,4.5,pastoral,0.0
Mescalero Apache,-105.0,32.8,pastoral,0.14814814814814814
"Miami, Illini",-87.5,40.0,pastoral,0.0
"Miao,Yao (South China)",109.0,25.0,pastoral,0.08284023668639054
Micmac,-63.0,46.0,pastoral,0.08196721311475409
Mikir,93.0,26.3,pastoral,0.2
Minahasa,125.0,1.0,pastoral,0.10144927536231885
Minangkabau,101.5,-2.0,pastoral,0.0
Mindanao,125.0,8.0,pastoral,0.07339449541284404
"Mingrelians, Laz",42.3,42.3,pastoral,0.09183673469387756
"Mixtec,Trique",-98.0,16.7,pastoral,0.125
Mocovi,-62.0,-27.5,pastoral,0.022988505747126436
"Mojo,Manasi,etc.",-64.0,-16.0,pastoral,0.043478260869565216
Mon,96.5,16.5,pastoral,0.11764705882352941
Monache,-119.0,36.8,pastoral,0.18181818181818182
"Mongo,Tetela,Kuba,Nkundu",22.0,-2.0,pastoral,0.046511627906976744
Mongols (Inner Mongolia),108.0,40.0,pastoral,0.06164383561643835
Mongols (Khalkha),107.0,49.0,pastoral,0.10882352941176471
"Monguor,Shirongol",100.2,37.2,pastoral,0.125
Montagnais,-67.0,51.0,pastoral,0.06521739130434782
Mordvins,45.0,53.0,pastoral,0.14339622641509434
Morocco Arabs,-8.0,33.5,pastoral,0.15306122448979592
"Moseten,Chimane",-67.5,-15.5,pastoral,0.13043478260869565
"Mpongwe,Nkomi,Mindumu",12.0,-2.0,pastoral,0.0784313725490196
Muisca,-73.5,5.3,pastoral,0.1875
"Mundari,Ho,Asur,Birhor",85.3,22.5,pastoral,0.09859154929577464
Mundurucu,-58.0,-11.0,pastoral,0.07627118644067797
Mura,-60.0,-5.0,pastoral,0.0
"Muria,Maria,Pardhan",81.0,18.5,pastoral,0.0851063829787234
"Murle, Me'en, Didinga",35.0,11.0,pastoral,0.08333333333333333
"Murut,Dusun,Tombonuvo,Bajau",117.0,5.0,pastoral,0.10256410256410256
Muslim Malay,103.3,2.3,pastoral,0.05333333333333334
Mustang,84.0,28.5,pastoral,0.09333333333333334
"N.Britain,N.Ireland",152.0,-5.0,pastoral,0.10294117647058823
Nambikwara,-59.0,-14.0,pastoral,0.0136986301369863
"Namuzi, Naxi; Pumi",102.0,27.0,pastoral,0.07142857142857142
Nanai,135.0,47.4,pastoral,0.125
"Napo,Kanelo",-76.0,-2.0,pastoral,0.049689440993788817
Naskapi,-70.0,56.5,pastoral,0.03225806451612903
Natchez,-91.4,31.4,pastoral,0.06060606060606061
Navajo,-108.0,36.0,pastoral,0.08108108108108109
Negidals,138.0,52.5,pastoral,0.12359550561797752
Nepali; Tharu,83.0,28.0,pastoral,0.13725490196078433
Netsilik,-97.0,68.5,pastoral,0.11904761904761904
New Caledonia,164.5,-21.5,pastoral,0.1111111111111111
Nez Perce,-117.0,46.0,pastoral,0.04132231404958678
Ngaju,114.5,-3.0,pastoral,0.08333333333333333
Nganasan,94.0,72.0,pastoral,0.10687022900763359
"Ngonde,Safwa.Mkulwe,Kinga",33.0,-9.0,pastoral,0.10526315789473684
"Niamwesi,Sumbwa",33.0,-5.0,pastoral,0.058823529411764705
"Nias,Simeulue",97.2,1.5,pastoral,0.078125
Nicobar,93.0,7.5,pastoral,0.15384615384615385
Niue,-169.2,-19.1,pastoral,0.09090909090909091
Nivakle,-60.5,-23.0,pastoral,0.047619047619047616
Nivkh,141.5,53.0,pastoral,0.11594202898550725
Nogai,46.0,44.5,pastoral,0.0963302752293578
"Nootka,Makah",-125.5,49.0,pastoral,0.09433962264150944
North Alaskan Inupiat,-161.0,68.0,pastoral,0.09497206703910614
North New Guinea Melanesians,146.0,-6.0,pastoral,0.05263157894736842
Northern Gur (Oti-Volta),-0.5,13.0,pastoral,0.125
Northern Luzon,121.0,17.0,pastoral,0.06944444444444445
Northern Naga (Konyak etc.),95.5,27.0,pastoral,0.04081632653061224
Northern Ojibwa,-90.0,53.0,pastoral,0.05263157894736842
Northern Paiute,-119.0,42.0,pastoral,0.06428571428571428
Northern Peru: Costa,-79.8,-7.0,pastoral,0.0
Northern Peru: Sierra,-77.3,-8.5,pastoral,0.07246376811594203
Northern Ryukyu; Awami Islands,130.0,30.0,pastoral,0.1
Northern Saulteaux,-95.0,52.5,pastoral,0.16666666666666666
Northern Sel'kup,82.0,64.7,pastoral,0.0979020979020979
Northern Shoshone,-114.0,44.0,pastoral,0.03614457831325301
NorthernFoothillsYokuts,-119.5,36.8,pastoral,0.2
"Norvegians, Faroe islanders",5.0,62.0,pastoral,0.13402061855670103
Nuba,30.0,21.0,pastoral,0.10126582278481013
"Nuer,Dinka",30.5,8.0,pastoral,0.02702702702702703
"Numfoor,Warope",135.0,-1.5,pastoral,0.058823529411764705
Nunivak,-167.0,60.1,pastoral,0.17647058823529413
Nyangi,33.0,3.0,pastoral,0.25
"Nyaturu,Isanzu,Nilamba",34.8,-5.0,pastoral,0.018518518518518517
Nyimang,30.8,12.3,pastoral,0.0
Nyungwe (Tete),33.0,-16.7,pastoral,0.0
Oaxaca Mixe,-95.5,17.0,pastoral,0.16666666666666666
Ofaie,-53.0,-22.0,pastoral,0.08695652173913043
Ohlone,-122.0,36.8,pastoral,0.0625
Oirat,92.0,49.0,pastoral,0.08130081300813008
Ojibwa (Eastern),-80.0,47.0,pastoral,0.10891089108910891
Ojibwa (Western),-89.0,48.0,pastoral,0.07017543859649122
"Okanagon,Sanpoil",-118.5,49.0,pastoral,0.08181818181818182
"Okinawa,Miyako,Yaeyama",127.5,26.5,pastoral,0.05084745762711865
Olcha,140.2,52.3,pastoral,0.08695652173913043
Old Testament,35.5,32.5,pastoral,0.05405405405405406
"Omagua, Cocama",-64.5,-4.0,pastoral,0.0
"Omaha, Ponka",-98.0,42.5,pastoral,0.07368421052631578
Omotic,36.5,6.6,pastoral,0.0625
"Ontong Java,Takuu,Nukumanu,Nukuria",159.21,-5.16,pastoral,0.04878048780487805
Opata,-109.5,30.5,pastoral,0.0
Oraon (Kurukh),85.0,22.4,pastoral,0.09722222222222222
Orinoco Caribs,-64.0,8.0,pastoral,0.10526315789473684
Oriya,86.0,20.0,pastoral,0.19753086419753085
"Ormuzd strait, Saheli",55.0,27.0,pastoral,0.0
Oroch,138.0,48.0,pastoral,0.13043478260869565
"Oromo,Konso,Sidamo",38.0,6.0,pastoral,0.023809523809523808
"Osage, Kansa",-93.7,37.3,pastoral,0.0547945205479452
Ossetians,44.0,43.0,pastoral,0.10192837465564739
Oto,-96.3,42.0,pastoral,0.07692307692307693
"Otomi,Pame,Jonaz",-99.5,20.5,pastoral,0.05263157894736842
Ottawa,-81.0,44.0,pastoral,0.3
Owens Valley Mono,-118.5,37.2,pastoral,0.1111111111111111
"Paez,Guambia",-76.5,2.5,pastoral,0.08333333333333333
Paipai,-115.8,31.8,pastoral,0.0
"Paiwan,Puyuma,Rukay",120.8,22.5,pastoral,0.04819277108433735
Palau,134.8,6.54,pastoral,0.06818181818181818
Palaung,97.0,22.0,pastoral,0.08333333333333333
Palawan,117.7,9.0,pastoral,0.0
Palikur,-51.8,4.0,pastoral,0.0
Panamint,-117.2,36.5,pastoral,0.05263157894736842
Panare (E'napa),-66.0,7.0,pastoral,0.0
Papago,-113.0,32.0,pastoral,0.06818181818181818
Paresi,-55.5,-15.0,pastoral,0.09090909090909091
Parintintin,-62.0,-9.0,pastoral,0.1388888888888889
"Pasco,Junin,Huancavelica dep.",-76.8,-11.7,pastoral,0.09230769230769231
Pashto,67.0,33.0,pastoral,0.10989010989010989
Pawnee,-99.0,41.0,pastoral,0.08441558441558442
"Paya,Sumu,Misquito",-85.0,14.0,pastoral,0.1111111111111111
Pemon,-62.3,6.0,pastoral,0.05
Persians,54.0,34.0,pastoral,0.13744075829383887
Piaroa,-67.5,5.0,pastoral,0.03125
